gamma (fraction of the demand of load that can be curtailed) 1
Pi (investment budget) 100e6
Sigma (weighting factor) 9.08
Sbase: 100 MW
param: vAng:= 0.6																		
;
																		
param:	candidate	branch_fbus		branch_tbus	branch_x	branch_scpt	Fmax	IC	max_lines	angmin		angmax
721		469		471		0.0109		0.02838		-35.236		0.00184		114.1		114.1		114.1		0		0		1		0		0		114.1		479.22
722		470		478		0.01497		0.03752		-26.652		0.00396		91.9		91.9		91.9		0		0		1		0		0		91.9		1447.07
723		474		471		0.01276		0.03488		-28.67		0.00122		112.2		112.2		112.2		0		0		1		0		0		112.2		471.24
724		471		477		0.01498		0.03829		-26.116		0.00338		117.5		117.5		117.5		0		0		1		0		0		117.5		1476.27
725		472		479		0.01692		0.03332		-30.012		0.00139		140.7		140.7		140.7		0		0		1		0		0		140.7		590.94
726		475		473		0.01843		0.03996		-25.025		0.00122		131.3		131.3		131.3		0		0		1		0		0		131.3		551.46
727		473		1111		0.0159		0.03762		-26.582		0.00199		107.4		107.4		107.4		0		0		1		0		0		107.4		1588.43
728		474		476		0.01295		0.03195		-31.299		0.00161		122.6		122.6		122.6		0		0		1		0		0		122.6		514.92
729		474		1103		0.00685		0.01387		-72.098		0.01397		138.3		138.3		138.3		0		0		1		0		0		138.3		1551.12
730		554		475		0.00715		0.01689		-59.207		0.00094		137.6		137.6		137.6		0		0		1		0		0		137.6		577.92
731		476		481		0.00995		0.0191		-52.356		0.0015		136.7		136.7		136.7		0		0		1		0		0		136.7		1498.17
732		481		477		0.00812		0.01847		-54.142		0.00064		128.8		128.8		128.8		0		0		1		0		0		128.8		540.96
733		481		480		0.00151		0.04853		-20.606		0		302.4		302.4		302.4		1		0		1		0		0		302.4		1270.08
734		482		480		0.00246		0.01599		-62.539		0.0046		271.9		271.9		271.9		0		0		1		0		0		271.9		1141.98
735		483		482		0.00135		0.04363		-22.92		0		265.1		265.1		265.1		1		0		1		0		0		265.1		1113.42
736		485		484		0.0017		0.0385		-25.974		0		279.8		279.8		279.8		1		0		1		0		0		279.8		1175.16
737		484		1327		0.00136		0.00865		-115.607		0.00598		550		291.1		291.1		0		0		1		0		0		550		1471.35
738		484		1384		0.00248		0.0141		-70.922		0.01067		244.5		244.5		244.5		0		0		1		0		0		244.5		1609.22
739		485		486		0.01463		0.04003		-24.981		0.00199		126.3		126.3		126.3		0		0		1		0		0		126.3		1480.15
740		485		491		0.03296		0.06828		-14.646		0.02754		64		64		64		0		0		1		0		0		64		1476.06
741		486		724		0.05875		0.15935		-6.275		0.00732		133.6		133.6		133.6		0		0		1		0		0		133.6		1852.75
742		487		489		0.01312		0.02902		-34.459		0.002		130.9		130.9		130.9		0		0		1		0		0		130.9		886.19
743		487		493		0.01384		0.03773		-26.504		0.00165		131.1		131.1		131.1		0		0		1		0		0		131.1		550.62
744		487		715		0.0171		0.05664		-17.655		0.00642		138.2		138.2		138.2		0		0		1		0		0		138.2		1800.98
745		488		493		0.01785		0.05453		-18.339		0.00103		129.1		129.1		129.1		0		0		1		0		0		129.1		542.22
746		488		726		0.02332		0.06671		-14.99		0.00693		124.9		124.9		124.9		0		0		1		0		0		124.9		1756.83
747		490		489		0.01163		0.02558		-39.093		0.00074		142.2		142.2		142.2		0		0		1		0		0		142.2		597.24
748		490		495		0.01482		0.04154		-24.073		0.01055		150.4		150.4		150.4		0		0		1		0		0		150.4		1650.52
749		493		492		0.00235		0.06385		-15.662		0		319.1		319.1		319.1		1		0		1		0		0		319.1		1340.22
750		1284		492		0.00116		0.0089		-112.36		0.00638		283.5		283.5		283.5		0		0		1		0		0		283.5		1190.7
751		495		494		0.00139		0.04023		-24.857		0		244.9		244.9		244.9		1		0		1		0		0		244.9		1028.58
752		494		1358		0.00278		0.02135		-46.838		0.02127		273.5		273.5		273.5		0		0		1		0		0		273.5		1914.11
753		495		565		0.03393		0.10176		-9.827		0.00489		115.9		115.9		115.9		0		0		1		0		0		115.9		486.78
754		496		498		0.03397		0.07924		-12.62		0.00284		96.2		96.2		96.2		0		0		1		0		0		96.2		1497.26
755		496		499		0.03112		0.06852		-14.594		0.00358		105.5		105.5		105.5		0		0		1		0		0		105.5		1461.86
756		503		496		0.01876		0.04273		-23.403		0.00751		94		94		94		0		0		1		0		0		94		1489.35
757		501		497		0.01549		0.03798		-26.33		0.00259		157.5		157.5		157.5		0		0		1		0		0		157.5		1491.34
758		497		815		0.02689		0.06467		-15.463		0.01251		151.7		151.7		151.7		0		0		1		0		0		151.7		1788.74
759		498		733		0.02895		0.0754		-13.263		0.01109		102.8		102.8		102.8		0		0		1		0		0		102.8		1553.73
760		499		501		0.05135		0.12781		-7.824		0.00956		102.3		102.3		102.3		0		0		1		0		0		102.3		1703.09
761		501		500		0.00211		0.04754		-21.035		0		373.2		373.2		373.2		1		0		1		0		0		373.2		1429.85
762		501		504		0.00441		0.00998		-100.2		0.00086		169.8		169.8		169.8		0		0		1		0		0		169.8		713.16
763		503		502		0.00141		0.04156		-24.062		0		129.6		129.6		129.6		1		0		1		0		0		129.6		544.32
764		1408		502		0.00428		0.0206		-48.544		0.01003		235.7		235.7		235.7		0		0		1		0		0		157.1		1217.84
765		936		503		0.02844		0.08809		-11.352		0.00344		119.1		119.1		119.1		0		0		1		0		0		119.1		500.22
766		504		814		0.01474		0.03808		-26.261		0.00215		167.9		167.9		167.9		0		0		1		0		0		167.9		705.18
767		505		512		0.00948		0.01864		-53.648		0.00106		145.3		145.3		145.3		0		0		1		0		0		145.3		610.26
768		505		525		0.01495		0.03411		-29.317		0.004		126.6		126.6		126.6		0		0		1		0		0		126.6		531.72
769		506		522		0.01217		0.03192		-31.328		0.00164		108.7		108.7		108.7		0		0		1		0		0		108.7		456.54
770		506		962		0.01702		0.04098		-24.402		0.00165		132.3		132.3		132.3		0		0		1		0		0		132.3		555.66
771		508		507		0.00113		0.02935		-34.072		0		179.8		179.8		179.8		1		0		1		0		0		179.8		755.16
772		518		507		0.00262		0.01442		-69.348		0.00542		235.8		235.8		235.8		0		0		1		0		0		235.8		1905.54
773		507		524		0.00356		0.02436		-41.051		0.00869		244.8		244.8		244.8		0		0		1		0		0		244.8		1028.16
774		507		982		0.00324		0.01684		-59.382		0.02166		292.9		292.9		292.9		0		0		1		0		0		292.9		2041.95
775		508		517		0.01062		0.0325		-30.769		0.00069		133.1		133.1		133.1		0		0		1		0		0		133.1		559.02
776		510		509		0.0092		0.02795		-35.778		0.00094		134.5		134.5		134.5		0		0		1		0		0		134.5		564.9
777		523		509		0.02486		0.06666		-15.002		0.00181		104.7		104.7		104.7		0		0		1		0		0		104.7		439.74
778		510		511		0.00338		0.00921		-108.578		0.00574		132.9		132.9		132.9		0		0		1		0		0		132.9		558.18
779		525		510		0.00586		0.01177		-84.962		0.00071		132.8		132.8		132.8		0		0		1		0		0		132.8		557.76
780		530		510		0.00483		0.01219		-82.034		0.00321		162		162		162		0		0		1		0		0		162		680.4
781		511		527		0.00746		0.02152		-46.468		0.00104		149		149		149		0		0		1		0		0		149		625.8
782		529		512		0.01268		0.03241		-30.855		0.00103		153.1		153.1		153.1		0		0		1		0		0		153.1		643.02
783		514		513		0.00168		0.04329		-23.1		0		101.5		101.5		101.5		1		0		1		0		0		101.5		426.3
784		513		701		0.00832		0.05839		-17.126		0.01831		224		224		224		0		0		1		0		0		224		2351.67
785		514		515		0.00531		0.0163		-61.35		0.00158		114.2		114.2		114.2		0		0		1		0		0		114.2		479.64
786		514		847		0.0113		0.03021		-33.102		0.00239		112.4		112.4		112.4		0		0		1		0		0		112.4		472.08
787		515		1057		0.01628		0.0408		-24.51		0.00082		133.2		133.2		133.2		0		0		1		0		0		133.2		559.44
788		520		516		0.00579		0.01498		-66.756		0.00175		154.5		154.5		154.5		0		0		1		0		0		154.5		648.9
789		527		516		0.0091		0.02473		-40.437		0.00103		167.4		167.4		167.4		0		0		1		0		0		167.4		1742.14
790		517		522		0.01442		0.02864		-34.916		0.00109		109.1		109.1		109.1		0		0		1		0		0		109.1		458.22
791		523		517		0.01604		0.03881		-25.767		0.00196		121.8		121.8		121.8		0		0		1		0		0		121.8		511.56
792		519		518		0.00241		0.05738		-17.428		0		93.8		93.8		93.8		1		0		1		0		0		93.8		393.96
793		519		1073		0.00746		0.02014		-49.652		0.00111		150.2		150.2		150.2		0		0		1		0		0		150.2		630.84
794		520		974		0.01936		0.04933		-20.272		0.01122		147.8		147.8		147.8		0		0		1		0		0		147.8		620.76
795		836		521		0.00822		0.02415		-41.408		0.00116		105.9		105.9		105.9		0		0		1		0		0		105.9		1595.22
796		521		1040		0.00938		0.02732		-36.603		0.00145		135.7		135.7		135.7		0		0		1		0		0		135.7		569.94
797		525		524		0.00083		0.01892		-52.854		0		156.1		156.1		156.1		1		0		1		0		0		156.1		655.62
798		527		526		0.00162		0.03884		-25.747		0		277.2		277.2		277.2		1		0		1		0		0		277.2		1164.24
799		526		1032		0.00236		0.01507		-66.357		0.03237		295.2		295.2		295.2		0		0		1		0		0		295.2		13513.03
800		529		528		0.00135		0.04302		-23.245		0		232.6		232.6		232.6		1		0		1		0		0		232.6		976.92
801		528		961		0.0023		0.01402		-71.327		0.00799		271.9		271.9		271.9		0		0		1		0		0		271.9		1141.98
802		529		1031		0.02049		0.06088		-16.426		0.00205		114.7		114.7		114.7		0		0		1		0		0		114.7		6071.2
803		530		1057		0.00995		0.02717		-36.805		0.00469		168.2		168.2		168.2		0		0		1		0		0		168.2		1744.05
804		536		531		0.00387		0.01308		-76.453		0.00526		116.4		116.4		116.4		0		0		1		0		0		116.4		1502.58
805		531		547		0.00771		0.01905		-52.493		0.00157		96.4		96.4		96.4		0		0		1		0		0		96.4		1479.76
806		549		531		0.00523		0.01407		-71.073		0.00082		120.5		120.5		120.5		0		0		1		0		0		120.5		506.1
807		551		532		0.01118		0.02584		-38.7		0.00067		80.8		80.8		80.8		0		0		1		0		0		80.8		339.36
808		532		558		0.00811		0.01993		-50.176		0.00045		116.8		116.8		116.8		0		0		1		0		0		116.8		490.56
809		533		551		0.00864		0.02024		-49.407		0.00086		97.6		97.6		97.6		0		0		1		0		0		97.6		409.92
810		533		555		0.00733		0.02352		-42.517		0.00091		136.6		136.6		136.6		0		0		1		0		0		136.6		1477.79
811		535		534		0.00205		0.058		-17.241		0		320.6		320.6		320.6		1		0		1		0		0		320.6		1346.52
812		1229		534		0.00113		0.00759		-131.752		0.0043		283		283		283		0		0		1		0		0		283		1745.95
813		535		549		0.00817		0.02181		-45.851		0.00135		129.6		129.6		129.6		0		0		1		0		0		129.6		544.32
814		559		535		0.00773		0.01814		-55.127		0.00168		150		118.8		118.8		0		0		1		0		0		150		1556.22
815		538		536		0.00895		0.02259		-44.267		0.00164		135.1		135.1		135.1		0		0		1		0		0		135.1		1528.34
816		542		536		0.00612		0.01627		-61.463		0.00245		142.7		142.7		142.7		0		0		1		0		0		142.7		599.34
817		537		542		0.00845		0.02147		-46.577		0.00158		143.5		143.5		143.5		0		0		1		0		0		143.5		602.7
818		537		543		0.00479		0.01285		-77.821		0.00113		113.6		113.6		113.6		0		0		1		0		0		113.6		477.12
819		558		537		0.01003		0.02401		-41.649		0.00078		140		140		140		0		0		1		0		0		140		588
820		538		556		0.0051		0.01249		-80.064		0.00136		122.1		122.1		122.1		0		0		1		0		0		122.1		512.82
821		540		539		0.00819		0.02679		-37.327		0.00457		134.9		134.9		134.9		0		0		1		0		0		134.9		1534.68
822		539		552		0.0066		0.01936		-51.653		0.00103		109.7		109.7		109.7		0		0		1		0		0		109.7		1462.38
823		540		559		0.0122		0.0307		-32.573		0.00086		119.4		119.4		119.4		0		0		1		0		0		119.4		501.48
824		542		541		0.00095		0.03086		-32.404		0		417		417		417		1		0		1		0		0		834		2880.26
825		1104		541		0.0023		0.01317		-75.93		0.00744		309.6		309.6		309.6		0		0		1		0		0		309.6		1667.71
826		541		1218		0.00272		0.01629		-61.387		0.0113		288.3		288.3		288.3		0		0		1		0		0		288.3		1739.38
827		541		1229		0.00481		0.02198		-45.496		0.01044		298.6		298.6		298.6		0		0		1		0		0		298.6		2041.91
828		541		1341		0.00359		0.02077		-48.146		0.00525		287.3		287.3		287.3		0		0		1		0		0		287.3		1738
829		543		542		0.00409		0.0113		-88.496		0.00134		159.9		159.9		159.9		0		0		1		0		0		159.9		671.58
830		550		542		0.01336		0.03147		-31.776		0.00087		122.7		122.7		122.7		0		0		1		0		0		122.7		515.34
831		542		557		0.00816		0.02194		-45.579		0.00063		125		125		125		0		0		1		0		0		125		525
832		1105		543		0.0061		0.0136		-73.529		0.00324		136.7		136.7		136.7		0		0		1		0		0		136.7		1485.95
833		543		1108		0.01537		0.03358		-29.78		0.0025		119.4		119.4		119.4		0		0		1		0		0		119.4		1467.76
834		544		547		0.02826		0.05607		-17.835		0.00161		104.2		104.2		104.2		0		0		1		0		0		104.2		1470.6
835		544		554		0.00576		0.01334		-74.963		0.00141		119.9		119.9		119.9		0		0		1		0		0		119.9		503.58
836		544		560		0.01958		0.05431		-18.413		0.00308		126.6		126.6		126.6		0		0		1		0		0		126.6		1642.2
837		545		548		0.01068		0.02448		-40.85		0.00172		127.7		127.7		127.7		0		0		1		0		0		127.7		536.34
838		556		545		0.00623		0.01819		-54.975		0.00066		134.8		134.8		134.8		0		0		1		0		0		134.8		566.16
839		546		559		0.00632		0.01507		-66.357		0.00056		104.9		104.9		104.9		0		0		1		0		0		104.9		440.58
840		552		548		0.00856		0.03168		-31.566		0.0023		105.3		105.3		105.3		0		0		1		0		0		105.3		1457.56
841		550		1120		0.02874		0.05061		-19.759		0.00676		110.7		110.7		110.7		0		0		1		0		0		110.7		1491.18
842		554		553		0.00202		0.0466		-21.459		0		292.1		292.1		292.1		1		0		1		0		0		292.1		1226.82
843		557		560		0.00786		0.02375		-42.105		0.0022		106.4		106.4		106.4		0		0		1		0		0		106.4		446.88
844		560		1100		0.00967		0.02386		-41.911		0.00156		107.5		107.5		107.5		0		0		1		0		0		107.5		1455.25
845		561		564		0.00254		0.07442		-13.437		0		172.8		172.8		172.8		1		0		1		0		0		172.8		725.76
846		566		561		0.00482		0.02527		-39.573		0.01937		242.8		242.8		242.8		0		0		1		0		0		242.8		1746.65
847		562		564		0.00269		0.06637		-15.067		0		113.6		113.6		113.6		1		0		1		0		0		113.6		477.12
848		562		570		0.04603		0.0914		-10.941		0.00281		104.4		104.4		104.4		0		0		1		0		0		104.4		438.48
849		723		562		0.03305		0.07678		-13.024		0.00597		109		109		109		0		0		1		0		0		109		1647.22
850		563		564		0		0.01		-100		0		100		100		100		1		0		1		0		0		100		420
851		569		565		0.02517		0.07239		-13.814		0.00204		114.6		114.6		114.6		0		0		1		0		0		114.6		1630.61
852		567		566		0.00187		0.05637		-17.74		0		201.1		201.1		201.1		1		0		1		0		0		201.1		844.62
853		566		1327		0.00487		0.02488		-40.193		0.03114		277.4		277.4		277.4		0		0		1		0		0		277.4		1922.27
854		723		567		0.03898		0.09518		-10.506		0.00566		137.1		137.1		137.1		0		0		1		0		0		137.1		1791.47
855		569		568		0.00212		0.04995		-20.02		0		180.4		180.4		180.4		1		0		1		0		0		180.4		757.68
856		571		569		0.03523		0.08516		-11.743		0.00392		121.4		121.4		121.4		0		0		1		0		0		121.4		1527.61
857		572		569		0.02863		0.06806		-14.693		0.00194		119.6		119.6		119.6		0		0		1		0		0		119.6		1524.87
858		570		739		0.05161		0.13916		-7.186		0.00427		94.8		94.8		94.8		0		0		1		0		0		94.8		1650.54
859		571		572		0.01689		0.04458		-22.432		0.00429		115.5		115.5		115.5		0		0		1		0		0		115.5		485.1
860		573		571		0.03509		0.08754		-11.423		0.00277		119.1		119.1		119.1		0		0		1		0		0		119.1		500.22
861		739		573		0.05029		0.1287		-7.77		0.00631		116.9		116.9		116.9		0		0		1		0		0		116.9		1847.32
862		576		574		0.00669		0.02173		-46.019		0.00128		125.5		125.5		125.5		0		0		1		0		0		125.5		527.1
863		574		578		0.00867		0.02668		-37.481		0.00147		115.8		115.8		115.8		0		0		1		0		0		115.8		486.36
864		574		806		0.01016		0.02624		-38.11		0.019		138.1		138.1		138.1		0		0		1		0		0		138.1		1747.87
865		576		575		0.00173		0.05525		-18.1		0		298.3		298.3		298.3		1		0		1		0		0		298.3		1252.86
866		586		575		0.00256		0.01807		-55.34		0.00704		312.7		312.7		312.7		0		0		1		0		0		625.4		2626.68
867		575		588		0.00424		0.01297		-77.101		0.00674		283.4		283.4		283.4		0		0		1		0		0		283.4		1190.28
868		577		584		0.00681		0.01984		-50.403		0.0036		128.8		128.8		128.8		0		0		1		0		0		128.8		540.96
869		813		577		0.0124		0.03223		-31.027		0.00103		123.4		123.4		123.4		0		0		1		0		0		123.4		1704.69
870		577		817		0.0248		0.04692		-21.313		0.00176		133.4		133.4		133.4		0		0		1		0		0		133.4		1734.07
871		578		1152		0.02459		0.06061		-16.499		0.00473		142.9		142.9		142.9		0		0		1		0		0		142.9		1807.42
872		580		579		0.0019		0.05175		-19.324		0		176.4		176.4		176.4		1		0		1		0		0		176.4		740.88
873		580		584		0.01275		0.02644		-37.821		0.00203		129		129		129		0		0		1		0		0		129		541.8
874		582		581		0.00165		0.04989		-20.044		0		269.5		269.5		269.5		1		0		1		0		0		269.5		1131.9
875		586		581		0.00512		0.02857		-35.002		0.00519		278.3		278.3		278.3		0		0		1		0		0		278.3		1168.86
876		582		994		0.03791		0.10006		-9.994		0.00614		131.9		131.9		131.9		0		0		1		0		0		131.9		1943.33
877		587		583		0.00745		0.02255		-44.346		0.00085		139.4		139.4		139.4		0		0		1		0		0		139.4		585.48
878		583		812		0.00714		0.02264		-44.17		0.00088		130.9		130.9		130.9		0		0		1		0		0		130.9		549.78
879		586		585		0.00063		0.03796		-26.344		0		510.8		510.8		510.8		1		0		1		0		0		1021.6		2924.3
880		585		943		0.00072		0.00825		-121.212		0.1749		1163		1163		1163		0		0		1		0		0		1163		5050.46
881		1170		585		0.00056		0.0063		-158.73		0.09295		1158.8		1158.8		1158.8		0		0		1		0		0		1158.8		5114.52
882		587		586		0.00186		0.05252		-19.04		0		332		332		332		1		0		1		0		0		332		1394.4
883		586		818		0.00383		0.02362		-42.337		0.00534		286.5		286.5		286.5		0		0		1		0		0		286.5		2183.76
884		589		588		0.00252		0.06386		-15.659		0		240.4		240.4		240.4		1		0		1		0		0		240.4		1009.68
885		596		590		0.01352		0.03392		-29.481		0.00123		77.4		77.4		77.4		0		0		1		0		0		77.4		1427.32
886		590		601		0.03211		0.08408		-11.893		0.00221		86.2		86.2		86.2		0		0		1		0		0		86.2		362.04
887		590		960		0.03681		0.11071		-9.033		0.00895		78.3		78.3		78.3		0		0		1		0		0		78.3		3297.65
888		592		591		0.00128		0.03813		-26.226		0		319.9		319.9		319.9		1		0		1		0		0		319.9		1343.58
889		599		592		0.0198		0.05204		-19.216		0.00333		122.4		122.4		122.4		0		0		1		0		0		122.4		514.08
890		592		600		0.00709		0.01826		-54.765		0.0011		130.4		130.4		130.4		0		0		1		0		0		130.4		547.68
891		593		598		0.0058		0.01536		-65.104		0.0011		121.9		121.9		121.9		0		0		1		0		0		121.9		511.98
892		593		600		0.01323		0.03115		-32.103		0.00168		118.2		118.2		118.2		0		0		1		0		0		118.2		496.44
893		594		595		0.04036		0.10726		-9.323		0.00411		67.3		67.3		67.3		0		0		1		0		0		67.3		4207.07
894		594		596		0.05552		0.13987		-7.149		0.00861		62		62		62		0		0		1		0		0		62		3959.11
895		595		967		0.04012		0.07628		-13.11		0.00267		99.6		99.6		99.6		0		0		1		0		0		99.6		418.32
896		598		597		0.00155		0.05425		-18.433		0		220.5		220.5		220.5		1		0		1		0		0		220.5		926.1
897		597		966		0.0049		0.02752		-36.337		0.02923		261.4		261.4		261.4		0		0		1		0		0		261.4		12469.54
898		1038		598		0.01038		0.02036		-49.116		0.00296		140.3		140.3		140.3		0		0		1		0		0		140.3		589.26
899		599		602		0.00964		0.02909		-34.376		0.00354		89.8		89.8		89.8		0		0		1		0		0		89.8		377.16
900		1043		599		0.01459		0.0406		-24.631		0.00171		110.5		110.5		110.5		0		0		1		0		0		110.5		464.1
901		601		967		0.02064		0.04809		-20.794		0.01502		89.3		89.3		89.3		0		0		1		0		0		89.3		375.06
902		602		965		0.03049		0.07923		-12.621		0.0024		101.9		101.9		101.9		0		0		1		0		0		101.9		5882.74
903		603		621		0.00441		0.01232		-81.169		0.00029		113.7		113.7		113.7		0		0		1		0		0		113.7		477.54
904		633		603		0.00656		0.01358		-73.638		0.00106		103.6		103.6		103.6		0		0		1		0		0		103.6		435.12
905		611		604		0.00275		0.00763		-131.062		0.00059		105.9		105.9		105.9		0		0		1		0		0		105.9		444.78
906		688		604		0.00233		0.00692		-144.509		0.00106		94.8		94.8		94.8		0		0		1		0		0		94.8		398.16
907		605		648		0.00923		0.02166		-46.168		0.00392		124		124		124		0		0		1		0		0		124		520.8
908		605		650		0.00438		0.0101		-99.01		0.00415		103.3		103.3		103.3		0		0		1		0		0		103.3		433.86
909		605		652		0.00108		0.0021		-476.19		0.0007		118.1		118.1		118.1		0		0		1		0		0		118.1		1452.78
910		677		605		0.00205		0.00467		-214.133		0.0012		116.6		116.6		116.6		0		0		1		0		0		116.6		1451.38
911		607		606		0.00144		0.03973		-25.17		0		291.8		291.8		291.8		1		0		1		0		0		291.8		1225.56
912		606		937		0.00666		0.03568		-28.027		0.02465		277.4		277.4		277.4		0		0		1		0		0		277.4		1601.89
913		607		611		0.00486		0.01282		-78.003		0.00256		107		107		107		0		0		1		0		0		107		1442.39
914		607		646		0.0029		0.0083		-120.482		0.00024		125		125		125		0		0		1		0		0		125		1459.24
915		647		607		0.00588		0.01523		-65.66		0.00042		126.6		126.6		126.6		0		0		1		0		0		126.6		531.72
916		607		906		0.01636		0.03645		-27.435		0.00122		148.5		148.5		148.5		0		0		1		0		0		148.5		623.7
917		608		617		0.00244		0.00539		-185.529		0.00123		139.1		139.1		139.1		0		0		1		0		0		139.1		584.22
918		670		608		0.00683		0.01165		-85.837		0.00075		112.3		112.3		112.3		0		0		1		0		0		112.3		471.66
919		608		1163		0.00443		0.01676		-59.666		0.02224		162.4		162.4		162.4		0		0		1		0		0		162.4		682.08
920		609		621		0.00571		0.01207		-82.85		0.00142		129		129		129		0		0		1		0		0		129		541.8
921		609		672		0.00845		0.02313		-43.234		0.0036		136.4		136.4		136.4		0		0		1		0		0		136.4		572.88
922		645		610		0.00308		0.00786		-127.226		0.00099		131.9		131.9		131.9		0		0		1		0		0		131.9		1465.7
923		610		909		0.00328		0.00807		-123.916		0.00708		131.4		131.4		131.4		0		0		1		0		0		131.4		551.88
924		612		625		0.00517		0.01103		-90.662		0.00061		106.4		106.4		106.4		0		0		1		0		0		106.4		446.88
925		612		663		0.00603		0.01559		-64.144		0.00065		117.5		117.5		117.5		0		0		1		0		0		117.5		493.5
926		612		681		0.00325		0.00707		-141.443		0.0004		121.8		121.8		121.8		0		0		1		0		0		121.8		511.56
927		613		645		0.0021		0.00604		-165.563		0.00014		135		135		135		0		0		1		0		0		135		567
928		613		673		0.00446		0.01385		-72.202		0.00127		138.7		138.7		138.7		0		0		1		0		0		138.7		582.54
929		614		628		0.0028		0.00638		-156.74		0.0062		96.5		96.5		96.5		0		0		1		0		0		96.5		405.3
930		614		629		0.00476		0.01049		-95.329		0.00038		105.3		105.3		105.3		0		0		1		0		0		105.3		442.26
931		614		688		0.00516		0.01215		-82.305		0.00046		88.3		88.3		88.3		0		0		1		0		0		88.3		370.86
932		684		615		0.00487		0.0107		-93.458		0.00056		108.1		108.1		108.1		0		0		1		0		0		108.1		454.02
933		615		1130		0.02072		0.05329		-18.765		0.00668		115.2		115.2		115.2		0		0		1		0		0		115.2		1477.81
934		616		642		0.00791		0.02276		-43.937		0.00191		68.2		68.2		68.2		0		0		1		0		0		68.2		286.44
935		644		616		0.00736		0.01505		-66.445		0.00253		83.3		83.3		83.3		0		0		1		0		0		83.3		349.86
936		617		673		0.00188		0.00526		-190.114		0.00496		141.9		141.9		141.9		0		0		1		0		0		141.9		595.98
937		643		618		0.00426		0.01244		-80.386		0.00081		93.1		93.1		93.1		0		0		1		0		0		93.1		391.02
938		618		667		0.00658		0.01822		-54.885		0.00358		99.5		99.5		99.5		0		0		1		0		0		99.5		417.9
939		618		669		0.00564		0.01195		-83.682		0.00038		114.1		114.1		114.1		0		0		1		0		0		114.1		479.22
940		665		619		0.01265		0.03158		-31.666		0.0016		120.8		120.8		120.8		0		0		1		0		0		120.8		507.36
941		619		672		0.01416		0.03542		-28.233		0.00427		120.1		120.1		120.1		0		0		1		0		0		120.1		1554.77
942		628		620		0.00594		0.0159		-62.893		0.00098		104.4		104.4		104.4		0		0		1		0		0		104.4		438.48
943		620		681		0.00327		0.00879		-113.766		0.00144		115.9		115.9		115.9		0		0		1		0		0		115.9		486.78
944		620		1167		0.02145		0.06186		-16.166		0.00183		117.5		117.5		117.5		0		0		1		0		0		117.5		493.5
945		639		621		0.0026		0.00855		-116.959		0.00027		111.1		111.1		111.1		0		0		1		0		0		111.1		466.62
946		642		622		0.00638		0.00968		-103.306		0.0012		79.7		79.7		79.7		0		0		1		0		0		79.7		334.74
947		622		684		0.00164		0.00403		-248.139		0.00037		81.8		81.8		81.8		0		0		1		0		0		81.8		343.56
948		623		632		0.00397		0.00866		-115.473		0.00088		126.8		126.8		126.8		0		0		1		0		0		126.8		532.56
949		623		949		0.00586		0.01476		-67.751		0.00061		132.6		132.6		132.6		0		0		1		0		0		132.6		556.92
950		638		624		0.00537		0.01342		-74.516		0.0005		146.3		146.3		146.3		0		0		1		0		0		146.3		614.46
951		676		624		0.00226		0.00566		-176.678		0.00027		145		145		145		0		0		1		0		0		145		609
952		664		625		0.00801		0.02102		-47.574		0.00142		96.4		96.4		96.4		0		0		1		0		0		96.4		404.88
953		656		626		0.00418		0.01072		-93.284		0.00059		109.7		109.7		109.7		0		0		1		0		0		109.7		460.74
954		626		668		0.00357		0.00983		-101.729		0.00052		106.7		106.7		106.7		0		0		1		0		0		106.7		448.14
955		627		661		0.00294		0.00744		-134.409		0.00101		136.1		136.1		136.1		0		0		1		0		0		136.1		571.62
956		681		627		0.00477		0.0135		-74.074		0.0007		138.8		138.8		138.8		0		0		1		0		0		138.8		582.96
957		629		631		0.00476		0.01223		-81.766		0.00055		83.4		83.4		83.4		0		0		1		0		0		83.4		350.28
958		630		631		0.00643		0.01416		-70.621		0.00046		93.2		93.2		93.2		0		0		1		0		0		93.2		391.44
959		630		634		0.00545		0.01359		-73.584		0.00189		101.6		101.6		101.6		0		0		1		0		0		101.6		426.72
960		632		664		0.01321		0.02827		-35.373		0.0017		122.1		122.1		122.1		0		0		1		0		0		122.1		512.82
961		633		671		0.00757		0.01817		-55.036		0.0006		100.8		100.8		100.8		0		0		1		0		0		100.8		423.36
962		639		634		0.00229		0.00613		-163.132		0.00248		109.2		109.2		109.2		0		0		1		0		0		109.2		458.64
963		636		635		0.00199		0.05688		-17.581		0		215.8		215.8		215.8		1		0		1		0		0		215.8		906.36
964		635		729		0.00375		0.0263		-38.023		0.08399		348.6		348.6		348.6		0		0		1		0		0		697.2		5637.28
965		1168		635		0.00233		0.01523		-65.66		0.01263		335.6		335.6		335.6		0		0		1		0		0		671.2		2819.04
966		637		636		0.00559		0.01434		-69.735		0.00036		152.9		152.9		152.9		0		0		1		0		0		152.9		642.18
967		685		637		0.00526		0.01091		-91.659		0.0003		152		152		152		0		0		1		0		0		152		638.4
968		685		638		0.00185		0.00437		-228.833		0.00106		151		151		151		0		0		1		0		0		151		634.2
969		640		641		0.00597		0.01493		-66.979		0.00068		124.8		124.8		124.8		0		0		1		0		0		124.8		524.16
970		640		672		0.00861		0.02034		-49.164		0.00065		111.7		111.7		111.7		0		0		1		0		0		111.7		469.14
